1,1,122.2,334.2,134.72000000000003,57.670000000000016,1,1,1.0
1,2,208.19,250.25,95.08999999999997,40.64999999999998,1,1,1.0
1,3,734.98,267.83,68.66999999999996,36.29000000000002,1,1,1.0
2,1,98.73,337.5,134.71999999999997,57.670000000000016,1,1,1.0
2,2,208.2,250.3,95.09000000000003,40.65999999999997,1,1,1.0
2,3,722.88,269.26,68.66999999999996,36.29000000000002,1,1,1.0
3,1,75.68,342.02,134.72,57.670000000000016,1,1,1.0
3,2,208.2,250.36,95.10000000000002,40.64999999999998,1,1,1.0
3,3,710.43,272.81,68.67000000000007,36.29000000000002,1,1,1.0
4,1,50.16,345.74,138.04,59.71999999999997,1,1,1.0
4,2,208.21,250.41,95.1,40.66,1,1,1.0
4,3,695.49,273.88,68.65999999999997,36.29000000000002,1,1,1.0
5,1,24.23,347.79,145.47,59.72999999999996,1,1,1.0
5,2,208.22,250.47,95.09,40.650000000000006,1,1,1.0
5,3,682.68,276.02,68.67000000000007,36.29000000000002,1,1,1.0
6,1,1.17,352.32,145.48000000000002,59.72000000000003,1,1,1.0
6,2,208.23,250.52,95.09,40.66,1,1,1.0
6,3,671.29,278.51,68.67000000000007,36.29000000000002,1,1,1.0
7,1,0.0,354.38,124.4,66.32,1,1,1.0
7,2,208.23,250.57,95.1,40.660000000000025,1,1,1.0
7,3,651.73,280.29,72.89999999999998,36.289999999999964,1,1,1.0
8,1,0.0,357.67,102.58,67.52999999999997,1,1,1.0
8,2,208.24,250.63,95.08999999999997,40.660000000000025,1,1,1.0
8,3,638.21,280.29,76.08999999999992,38.40999999999997,1,1,1.0
9,1,0.0,361.79,76.65,62.60999999999996,1,1,1.0
9,2,208.25,250.68,95.08999999999997,40.65999999999997,1,1,1.0
9,3,622.2,282.06,78.89999999999998,39.139999999999986,1,1,1.0
10,1,0.0,367.55,52.77,58.44999999999999,1,1,1.0
10,2,208.25,250.74,95.10000000000002,40.64999999999998,1,1,1.0
10,3,606.9,285.27,78.89999999999998,39.129999999999995,1,1,1.0
11,1,0.0,371.26,27.66,58.44,1,1,1.0
11,2,208.26,250.79,95.10000000000002,40.66,1,1,1.0
11,3,588.75,285.98,85.35000000000002,39.120000000000005,1,1,1.0
12,2,208.27,250.85,95.09,40.650000000000006,1,1,1.0
12,3,573.81,288.11,85.35000000000002,39.120000000000005,1,1,1.0
13,2,208.28,250.9,95.09,40.66,1,1,1.0
13,3,559.93,289.18,85.35000000000002,35.51999999999998,1,1,1.0
14,2,208.28,250.96,95.1,40.650000000000006,1,1,1.0
14,3,544.99,291.67,85.35000000000002,33.02999999999997,1,1,1.0
15,2,208.29,251.01,95.1,40.660000000000025,1,1,1.0
15,3,543.2,294.52,72.19999999999993,33.03000000000003,1,1,1.0
16,2,208.3,251.07,95.08999999999997,40.650000000000034,1,1,1.0
16,3,511.89,295.59,88.90999999999997,45.150000000000034,1,1,1.0
17,2,208.31,251.12,95.08999999999997,40.65999999999997,1,1,1.0
17,3,495.52,298.43,88.90999999999997,45.15999999999997,1,1,1.0
18,2,208.31,251.18,95.10000000000002,40.64999999999998,1,1,1.0
18,3,474.18,300.92,94.61999999999995,45.15999999999997,1,1,1.0
19,2,208.32,251.23,95.09000000000003,40.66,1,1,1.0
19,3,456.74,303.06,96.75999999999999,45.160000000000025,1,1,1.0
20,2,208.33,251.29,95.09,40.650000000000006,1,1,1.0
20,3,441.45,305.55,93.15000000000003,50.44999999999999,1,1,1.0
21,2,208.33,251.34,95.1,40.66,1,1,1.0
21,3,425.44,308.39,96.66000000000003,50.460000000000036,1,1,1.0
22,2,208.34,251.39,95.1,40.660000000000025,1,1,1.0
22,3,408.36,310.17,96.65999999999997,50.44999999999999,1,1,1.0
23,2,208.35,251.45,95.09,40.660000000000025,1,1,1.0
23,3,386.66,314.08,102.03999999999996,50.420000000000016,1,1,1.0
24,2,208.36,251.5,95.08999999999997,40.660000000000025,1,1,1.0
24,3,368.87,315.86,105.63,55.039999999999964,1,1,1.0
25,2,208.36,251.56,95.09999999999997,40.64999999999998,1,1,1.0
25,3,352.15,321.55,105.63,55.039999999999964,1,1,1.0
26,2,208.37,251.61,95.10000000000002,40.65999999999997,1,1,1.0
26,3,332.93,321.91,105.63999999999999,55.039999999999964,1,1,1.0
27,2,208.38,251.67,95.09000000000003,40.650000000000006,1,1,1.0
27,3,309.81,325.47,109.58999999999997,57.52999999999997,1,1,1.0
28,2,208.39,251.72,95.09000000000003,40.66,1,1,1.0
28,3,291.66,328.31,109.59999999999997,57.54000000000002,1,1,1.0
29,2,208.39,251.78,95.10000000000002,40.650000000000006,1,1,1.0
